"","SPE","SPE_Flag","T2","T2_Flag"
"2018-05-02 01:25:30",0.0127328712150936,0,0.823817560083412,0
"2018-05-02 01:26:30",0.0205446646628784,0,2.14682056462766,0
"2018-05-02 01:27:30",0.00456404304395022,0,1.65982612128917,0
"2018-05-02 01:28:30",0.028538401503436,0,2.15563010212329,0
"2018-05-02 01:29:30",0.306429355967759,0,2.09047992925902,0
"2018-05-02 01:30:30",0.525965297297275,0,1.87596240743002,0
"2018-05-02 01:31:30",0.00301273907523762,0,2.93434785246475,0
"2018-05-02 01:32:30",0.0260396002138858,0,3.12337841823016,0
"2018-05-02 01:33:30",0.160582315862857,0,2.66920251155752,0
"2018-05-02 03:25:35",0.389854554852468,0,4.15716323046913,0
"2018-05-02 03:26:35",0.210552478770241,0,0.693055658799833,0
"2018-05-02 03:27:35",0.317214155164745,0,0.124948251479581,0
"2018-05-02 03:28:35",0.234608385426947,0,0.124117523636887,0
"2018-05-02 03:29:35",0.207518359991849,0,1.58237690683348,0
"2018-05-02 03:30:35",0.201046084662457,0,1.75016642584104,0
"2018-05-02 03:31:35",0.0931064776353564,0,1.04371298405733,0
"2018-05-02 03:32:35",0.00213350739794552,0,1.7194390189838,0
"2018-05-02 03:33:35",0.000177580689761471,0,1.94466103997383,0
"2018-05-02 03:34:35",0.0802583212016473,0,1.79628478379711,0
"2018-05-02 05:26:39",0.00944105872790787,0,0.782185399372453,0
"2018-05-02 05:27:39",0.0632019337308133,0,1.64762578006099,0
"2018-05-02 05:28:39",0.238801596225707,0,1.52179570775964,0
"2018-05-02 05:29:39",0.0982706821254579,0,1.51734984404192,0
"2018-05-02 05:30:39",0.0249506461280724,0,1.47072113902957,0
"2018-05-02 05:31:39",0.00189297909624326,0,1.3737470011478,0
"2018-05-02 05:32:39",0.500949290603884,0,0.97538557197603,0
"2018-05-02 05:33:39",0.538347940954089,0,1.01648078968969,0
"2018-05-02 05:34:39",0.152231718457361,0,1.19144656530057,0
"2018-05-02 05:35:39",0.0592553966140413,0,1.75188154823112,0
"2018-05-02 07:27:44",0.0242750952556502,0,0.484597265835365,0
"2018-05-02 07:28:44",0.0569959449477686,0,0.387493929471018,0
"2018-05-02 07:29:44",0.0108041787805481,0,0.439468999225101,0
"2018-05-02 07:30:44",0.0287446111353309,0,0.513259200988636,0
"2018-05-02 07:31:44",0.0229221996101658,0,1.21379023181633,0
"2018-05-02 07:32:44",0.16404439116154,0,1.11565759754573,0
"2018-05-02 07:33:44",0.0987780607174566,0,1.84117837165775,0
"2018-05-02 07:34:44",0.149498247307258,0,1.73966005226529,0
"2018-05-02 07:35:45",0.0109860879072922,0,2.10993429394549,0
"2018-05-02 07:36:45",0.222475153168678,0,2.0573753037434,0
"2018-05-02 09:27:49",1.58473918850756,0,2.46427532098993,0
"2018-05-02 09:28:49",0.403439801969693,0,0.777324167447017,0
"2018-05-02 09:29:49",0.194354552689672,0,0.624759753403055,0
"2018-05-02 09:30:49",0.0525863125781338,0,0.762805063167884,0
"2018-05-02 09:31:49",0.195245438439492,0,0.802106004517396,0
"2018-05-02 09:32:49",0.0139165754311907,0,0.80197597997316,0
"2018-05-02 09:33:49",0.150030234116798,0,1.46248762894487,0
"2018-05-02 09:34:49",0.0941275595948741,0,1.47332230748745,0
"2018-05-02 09:35:49",0.220990392427622,0,2.07924850356345,0
"2018-05-02 09:36:49",0.000198694162438096,0,2.46160412404911,0
"2018-05-02 09:37:49",0.272648312489598,0,3.637338935867,0
"2018-05-02 11:28:54",1.21090623954397,0,1.64321767198636,0
"2018-05-02 11:29:54",0.24194181138728,0,5.70241225842281,0
"2018-05-02 11:30:54",0.868827184085956,0,6.15964572632818,0
"2018-05-02 11:31:54",1.11246235013653,0,6.32500391362025,0
"2018-05-02 11:32:54",1.66771995378528,0,7.16993177082157,0
"2018-05-02 11:33:54",0.270884764287005,0,6.26872268945168,0
"2018-05-02 11:34:54",0.732118138973548,0,6.97184155309806,0
"2018-05-02 11:35:54",0.422299526144628,0,6.86964542996794,0
"2018-05-02 11:36:54",0.229810997552041,0,6.43455307223609,0
"2018-05-02 11:37:54",0.115604891547377,0,6.7814947161606,0
"2018-05-02 13:29:59",2.23877105008923,0,0.469531356952504,0
"2018-05-02 13:30:59",1.82029530005336,0,1.80963156660579,0
"2018-05-02 13:31:59",3.17209049676433,0,2.57415042155459,0
"2018-05-02 13:32:59",1.86026143448785,0,2.14777825933336,0
"2018-05-02 13:33:59",0.679243146343092,0,1.63099653973869,0
"2018-05-02 13:34:59",1.64238255970783,0,2.96808499449871,0
"2018-05-02 13:35:59",2.80551540609385,0,4.50069596079656,0
"2018-05-02 13:36:59",0.691779284370534,0,2.39797771515983,0
"2018-05-02 13:37:59",1.03948539114215,0,3.26386557107073,0
"2018-05-02 13:38:59",0.23911046583965,0,2.88613957130379,0
"2018-05-02 15:31:04",0.8284799208896,0,0.15193713338863,0
"2018-05-02 15:32:04",0.512371933043711,0,1.62078071250413,0
"2018-05-02 15:33:04",0.185319721271079,0,1.55222054940536,0
"2018-05-02 15:34:04",0.862967404976364,0,2.59655813661994,0
"2018-05-02 15:35:04",0.40099624480207,0,2.41355084627497,0
"2018-05-02 15:36:04",0.28992151556716,0,2.14627941474129,0
"2018-05-02 15:37:04",0.207093335051297,0,2.84481943904721,0
"2018-05-02 15:38:04",0.245966260799158,0,2.94519541159694,0
"2018-05-02 15:39:05",0.423897885018328,0,3.93092219082234,0
"2018-05-02 15:40:05",0.0472615405338472,0,3.89392005545824,0
